,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,last_review,calculated_host_listings_count,availability_365,price_per_minimum_night,review_rate_per_month,is_expensive
37753,29907852,Plantation House,224885898,Thomas,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-07-01,1,361,41.666666666666664,16.0,False
37754,29908325,"12 minutes from JFK, private room and bath.",212899703,Ms. Debra,Queens,Jamaica,40,-73,Private room,2019-04-15,3,322,41.5,0.54,False
37755,29909077,Gorgeous Room with private bath in Crown Heights,224892300,Jose,Brooklyn,East Flatbush,40,-73,Private room,2018-12-31,1,176,55.0,1.1400000000000001,False
37756,29909672,"Beautiful, comfy full 1BR in the heart of Chelsea",851736,Mj,Manhattan,Chelsea,40,-74,Entire home/apt,2019-06-23,1,8,35.714285714285715,2.48,False
37757,29909820,203 Cozy Clean Private Bedroom,224900182,Jeremy,Queens,Flushing,40,-73,Private room,2019-06-23,1,362,55.0,112.23,False
37761,29918219,Soho Gem | 2 Bedroom 2 Bath Flat,223893932,Tyler & Lacey,Manhattan,SoHo,40,-74,Entire home/apt,2019-06-27,1,248,399.0,70.38,False
37763,29920808,Nice and spacious 1-bedroom apartment in Astoria,182313432,Laura,Queens,Astoria,40,-73,Entire home/apt,2019-06-11,1,40,20.0,0.64,False
37764,29921529,E. Village 1-Bedroom,224974185,Christine,Manhattan,East Village,40,-73,Entire home/apt,2019-05-25,1,66,58.333333333333336,9.68,False
37765,29921568,"Sunny/Quiet/Clean/Zen, in Central Location!",42295490,C-S,Manhattan,Chinatown,40,-73,Private room,2019-05-29,2,0,2.2666666666666666,2.56,False
37766,29921569,Peaceful Williamsburg Garden Duplex,224972774,Lisa And Jorge,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-06-05,1,128,100.0,5.1,False
37769,29923182,$250.,1611747,Travis,Manhattan,Lower East Side,40,-73,Entire home/apt,2018-11-13,1,0,250.0,0.13,False
37771,29923252,ONE Bed Room ￫￫￫20mins to Manhattan ☆彡 Wow! COZY!,43044876,Haruhisa,Queens,Woodside,40,-73,Private room,2019-04-01,5,1,1.0344827586206897,0.3,False
37777,29923618,Modern 3 Bedroom with Private Backyard,224987632,Daisy,Manhattan,Lower East Side,40,-73,Entire home/apt,2019-07-07,1,199,183.33333333333334,333.5,False
37779,29923634,Studio King Room | 5th Ave | Full Sofabed,220229838,Chamber Hotel,Manhattan,Midtown,40,-73,Entire home/apt,2019-06-18,11,192,138.0,1.0,False
37781,29923660,Luxury waterfront apartment- 1 stop from Manhattan,30909338,Andrew,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-06-04,1,5,32.4,1.53,False
37784,29923760,Lovely BRIGHT apt in Ft. Hamilton Brooklyn,186701037,Gabriela,Brooklyn,Dyker Heights,40,-74,Shared room,2019-06-01,2,89,7.8,0.77,False
37785,29924001,"Spacious 1-Bedroom in Brooklyn, PLG",94646666,Ben,Brooklyn,Prospect-Lefferts Gardens,40,-73,Entire home/apt,2019-06-15,1,0,70.0,6.510000000000001,False
37786,29924285,Private Apt Manhattan Upper East 12min CentralPark,224994472,Juan C,Manhattan,East Harlem,40,-73,Entire home/apt,2019-07-02,1,272,70.0,128.03,False
37788,29926001,Room next to Central Park,158970615,Lia,Manhattan,Upper East Side,40,-73,Private room,2019-05-27,1,0,115.0,403.38,False
37790,29927091,Designer apartment in historic Brooklyn brownstone,2594243,Rachael,Brooklyn,Prospect Heights,40,-73,Entire home/apt,2018-12-04,2,188,66.66666666666667,0.14,False
37791,29927138,A great space in NYC,158461160,Sophia,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-05-31,6,284,2.066666666666667,0.75,False
37793,29928630,Punjabi House,225025900,Jas,Queens,Ditmars Steinway,40,-73,Private room,2019-07-05,2,363,60.0,7.290000000000001,False
37794,29929095,"Spacious studio by the LIRR, Q3-Q85 to JFK, trains",206229239,Mamadou,Queens,Jamaica,40,-73,Entire home/apt,2019-02-17,1,161,100.0,20.28,False
37795,29929331,“TIME SQUARE” 43rd street SINGLE BED,30985759,Taz,Manhattan,Hell's Kitchen,40,-73,Shared room,2019-07-04,6,314,70.0,440.72999999999996,False
37796,29929702,"""The Spot""",225033890,Dwain,Brooklyn,East New York,40,-73,Entire home/apt,2019-06-23,1,201,70.0,99.36,False
37797,29930623,"Cozy, lofted room in Bushwick",91040009,Kayla,Brooklyn,Bushwick,40,-73,Private room,2019-06-26,1,172,44.0,131.75,False
37799,29931976,Hudson Yard - Bright Double Double  Room,224414117,Gabriel,Manhattan,Hell's Kitchen,40,-73,Private room,2019-06-04,30,359,199.0,49.800000000000004,False
37800,29935981,Fully renovated historic district townhouse,1902578,Matt,Brooklyn,Greenpoint,40,-73,Entire home/apt,2019-06-25,1,354,118.75,1.41,False
37801,29936213,"Spacious, Sunny, and Boutique Condo for Catlovers",1103289,Berk,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-06-02,1,11,15.666666666666666,2.28,False
37802,29936587,Bright and stylish bedroom 20min from Times Square,140930693,Max And Kathy,Bronx,Mott Haven,40,-73,Private room,2019-06-21,2,301,55.0,180.5,False
37803,29937451,Barrett ‘s Family home,120245209,Heidi,Brooklyn,Canarsie,40,-73,Private room,2019-05-24,2,281,50.0,4.62,False
37804,29937893,Industrial duplex with river and Manhattan views,1476599,Margaux,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-04-24,1,28,75.0,0.64,False
37805,29937919,Harlem Heights Double Suites,39174150,Keanna,Manhattan,Harlem,40,-73,Private room,2019-05-06,3,91,107.5,1.26,False
37806,29938457,Cozy 1 bedroom in the heart of Greenwich!,179570454,Derek,Manhattan,Greenwich Village,40,-74,Entire home/apt,2019-04-22,1,1,23.571428571428573,0.56,False
37809,29939528,Comfortable living space,109854433,Careen,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-06-18,2,253,3.3,1.88,False
37810,29940344,Spacious Park Avenue (Website hidden by Airbnb) -2-Month lease,1678050,Liam,Manhattan,Murray Hill,40,-73,Entire home/apt,2019-01-02,2,0,3.3333333333333335,0.58,False
37811,29940771,COMFORTABLE BEDROOM FOR LONG TERM,3229770,Luis,Queens,Sunnyside,40,-73,Private room,2019-03-31,4,280,13.8,2.12,False
37812,29941633,Yogin's Paradise,3218399,Christian,Brooklyn,Park Slope,40,-73,Entire home/apt,2019-02-16,1,264,15.0,0.21,False
37813,29942196,#1 Modern Gem 2br apt..(Street parking available),224715959,Ernesto,Queens,Jackson Heights,40,-73,Entire home/apt,2019-06-28,1,346,85.0,15.5,False
37814,29942679,Cozy 1 Bedroom in Prospect Park South,3429147,Karl,Brooklyn,Flatbush,40,-73,Entire home/apt,2019-05-04,1,31,40.0,1.22,False
37815,29942901,"2 Beds apt, walk to Central Park and time square",215786346,Marina,Manhattan,Upper East Side,40,-73,Entire home/apt,2019-06-24,1,156,126.66666666666667,2.04,False
37816,29943061,Sunlit Private 1BR Suite w/Kitchen/Bath @A/C Lines,81325020,Matt & Crutch,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-06-30,3,71,40.0,16.169999999999998,False
37817,29943391,Cozy tiny bedroom w/large living-room & kitchen.,221940893,Sara,Brooklyn,Kensington,40,-73,Private room,2019-06-25,3,204,17.0,75.84,False
37818,29943455,Cozy and Nice room in Queens! good subway access!,200239515,Shogo,Queens,Woodside,40,-73,Private room,2019-06-01,15,0,1.1428571428571428,1.41,False
37819,29943543,Brooklyn Loft with a Musical Soul,61297139,Ed,Brooklyn,Williamsburg,40,-73,Private room,2019-06-30,1,355,135.0,27.72,False
37820,29943700,Cozy One Bedroom in the Heart of Fort Greene,17871320,Carly,Brooklyn,Fort Greene,40,-73,Entire home/apt,2019-07-07,1,66,50.0,36.16,False
37821,29943824,"Perfect family retreat for New York City ,Bushwick",23400523,Thomas,Queens,Ridgewood,40,-73,Entire home/apt,2019-06-22,1,273,66.66666666666667,10.709999999999999,False
37822,29943909,Cozy and spacious room in the heart of NYC❤️,168184878,Daria,Manhattan,Hell's Kitchen,40,-73,Private room,2019-06-06,1,37,72.5,19.080000000000002,False
37823,29944557,Chic and Stylish apartment in Central Harlem,60152095,Sharon,Manhattan,Harlem,40,-73,Entire home/apt,2019-06-20,1,123,66.0,41.76,False
37824,29944625,Cozy King Sized Apt In NYC (Harlem),225139503,Tracy,Manhattan,East Harlem,40,-73,Entire home/apt,2019-07-01,1,78,250.0,6.3,False
37826,29945246,Lovely Furnished Studio Chelsea,224489730,Rachel,Manhattan,Chelsea,40,-74,Entire home/apt,2019-03-05,2,67,4.166666666666667,0.64,False
37827,29945283,Beautiful spacious bedroom in classic nyc walkup,2315692,Hugo,Queens,Ridgewood,40,-73,Private room,2019-05-20,1,52,37.5,0.64,False
37828,29945516,Bright Beautiful 4BDRM Triplex Loft Best Area,69695606,Vee,Manhattan,Lower East Side,40,-73,Entire home/apt,2019-06-22,1,256,692.0,143.88000000000002,False
37829,29945765,GREAT FURNISHED BEDROOM FOR LONG STAY,3229770,Luis,Queens,Long Island City,40,-73,Private room,2019-01-03,4,315,15.8,0.16,False
37830,29945767,Cozy home away from home,9804005,Jean Charles,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2018-12-25,1,8,47.5,0.15,False
37831,29945987,Spacious Apartment near Empire State Building,225150700,Victor,Manhattan,Midtown,40,-73,Entire home/apt,2019-05-07,1,5,300.0,26.88,False
37833,29946107,"Spacious, sun-filled apartment in family townhome",3662048,Daphne,Brooklyn,Carroll Gardens,40,-73,Entire home/apt,2019-06-21,1,14,24.5,25.76,False
37834,29946644,Bedroom for 2 Guests,48196322,Jose,Manhattan,Washington Heights,40,-73,Private room,2019-06-23,1,4,35.0,144.5,False
37836,29947091,Cozy Private Bedroom in Harlem (WOMEN ONLY),29010692,Josephine,Manhattan,East Harlem,40,-73,Private room,2019-01-01,1,0,20.0,0.52,False
37837,29947398,Private Room w/ a 5 min walk to train!,105248014,Kevin,Brooklyn,East Flatbush,40,-73,Private room,2019-07-07,2,35,80.0,638.29,False
37838,29948187,MidTown Heights,77103886,Dorah,Manhattan,Hell's Kitchen,40,-73,Private room,2019-07-01,1,191,105.0,12.8,False
37839,29948786,2BR / 2BA - Sleeps 6!,8618782,Anthony,Manhattan,Harlem,40,-73,Entire home/apt,2019-01-01,1,5,116.66666666666667,0.16,False
37841,29955544,Magnificent Loft with a Skyline view,4538731,Francois,Brooklyn,Greenpoint,40,-73,Entire home/apt,2019-04-15,1,20,38.57142857142857,0.64,False
37842,29956272,"Charming and quiet bedroom in Greenpoint, Brooklyn",46393811,Ondine,Brooklyn,Greenpoint,40,-73,Private room,2018-12-29,1,22,16.0,0.16,False
37843,29956865,Furnished room in Crown Heights Brooklyn,34514781,Caroline,Brooklyn,Crown Heights,40,-73,Private room,2018-12-17,1,0,7.142857142857143,0.15,False
37844,29957016,Comfy Boerum Hill apartment - great for families,14517154,Jaime,Brooklyn,Boerum Hill,40,-73,Entire home/apt,2018-12-30,1,0,150.0,0.16,False
37845,29957585,Jewel Street Apartment 2 Bedroom,28071452,Douglas,Brooklyn,Greenpoint,40,-73,Entire home/apt,2019-06-25,1,112,65.0,20.52,False
37846,29957848,Beautiful UWS Apt. \\ 4 mins from Central Park,74595855,Alon,Manhattan,Upper West Side,40,-73,Entire home/apt,2019-05-26,1,0,40.0,1.47,False
37847,29958350,Charming 2 bedroom west village penthouse!,12784820,Edouard,Manhattan,West Village,40,-73,Entire home/apt,2019-06-21,1,3,133.33333333333334,1.47,False
37848,29959104,Warm Spacious Bedroom in Historical Harlem!!!,225249198,Erica,Manhattan,Harlem,40,-73,Private room,2019-04-13,1,0,200.0,9.04,False
37849,29959489,NYC COZY 1 BD APT.  W/ ELEVATOR NEAR SUBWAYS R & M,224619132,Adriana,Queens,Woodside,40,-73,Entire home/apt,2019-02-23,1,0,26.666666666666668,2.44,False
37851,29959810,Brooklyn Home With A View,151901555,Brad,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-01-01,1,1,37.5,0.5,False
37852,29960469,For Cat Lovers only: Quiet and Calm above subway.,7230698,Megan,Manhattan,Harlem,40,-73,Entire home/apt,2019-05-08,2,108,15.0,1.3800000000000001,False
37853,29960687,Upper West Side Apartment near Central Park,225261197,Sunny,Manhattan,Upper West Side,40,-73,Private room,2019-07-06,2,248,100.0,721.4999999999999,False
37854,29961517,Central Park is Next Door ;),2653479,Brian,Manhattan,Upper West Side,40,-73,Private room,2019-07-01,4,6,25.0,144.29999999999998,False
37855,29962534,Central Park Is Across The Street,2653479,Brian,Manhattan,Upper West Side,40,-73,Private room,2019-07-07,4,112,25.0,150.04,False
37856,29962755,Beautiful Room 30 minutes to Manhattan,225277393,Jenny,Bronx,Kingsbridge,40,-73,Private room,2019-06-24,1,86,9.75,143.88000000000002,False
37857,29962965,Dyckman Delight - Upscale Apartment Uptown,3230788,Nicholas,Manhattan,Inwood,40,-73,Entire home/apt,2019-06-30,1,283,100.0,62.260000000000005,False
37859,29963540,"Bushwick, Prvt Room/Prvt Bath, 20mins to Manhattan",52357574,Mitch,Brooklyn,Bushwick,40,-73,Private room,2018-12-23,1,0,85.0,0.54,False
37860,29963575,VAL'S PLACE,225283096,Valentine,Queens,Rosedale,40,-73,Private room,2019-06-16,1,277,65.0,303.75,False
37861,29963810,Beautiful and comfy Private bed/bath in Manhattan!,145252418,Claudio,Manhattan,East Harlem,40,-73,Private room,2019-07-01,3,357,120.0,120.0,False
37862,29964046,Bohemian Brownstone,70431576,Hypatia,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-01-30,1,6,32.0,6.44,False
37863,29964050,"XL 1bed, 2bath duplex, w. yard, 1 block to subway",128230715,Reid,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-05-27,1,11,66.66666666666667,0.68,False
37865,29964470,2 Bedroom Bushwick Apartment,1093220,Chavisa,Brooklyn,Bushwick,40,-73,Entire home/apt,2018-12-28,3,0,20.0,0.16,False
37866,29964495,Brooklyn 2 bedroom apartment for pet lovers,4980714,Caitlin,Brooklyn,Sunset Park,40,-73,Entire home/apt,2019-01-01,1,0,25.0,0.16,False
37867,29964510,"Private&comfortable bedroom.
Williamsburg Brooklyn",225291555,Daniela,Brooklyn,Williamsburg,40,-73,Private room,2018-12-09,2,148,52.5,0.56,False
37868,29964754,NYC Room and Balcony. Walk to Forest Hills Stadium,22175061,Suket,Queens,Forest Hills,40,-73,Private room,2019-06-30,2,24,44.5,22.49,False
37869,29965041,Nice room to rent at Midtown Manhattan,7898626,Rémi,Manhattan,Midtown,40,-73,Private room,2019-05-05,1,6,50.0,8.72,False
37870,29965101,Large Private Space in Ideal Location,20287320,Konah,Brooklyn,Fort Greene,40,-73,Private room,2019-04-20,1,189,40.0,26.040000000000003,False
37871,29965481,Cottage by the Water,116995217,Jonathan,Queens,Howard Beach,40,-73,Entire home/apt,2019-07-06,1,144,110.0,436.74,False
37872,29965497,Entire 3 FL apartment close to Subway,67987135,Siyi,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-06-16,9,238,139.0,68.31,False
37873,29965528,1 Bedroom by Central Park - Great Location in NYC,76519640,Alissa,Manhattan,Harlem,40,-73,Private room,2019-06-12,1,2,37.5,108.17,False
37875,29965956,Cozy Apartment near Central Park,225261197,Sunny,Manhattan,Upper West Side,40,-73,Private room,2019-07-05,2,261,90.0,253.4,False
37876,29965995,LUXURY 3BDRM 1BTH Sleeps 10PPL 25 min to Manhattan,62836981,Youssef,Queens,Astoria,40,-73,Entire home/apt,2019-06-20,1,354,149.5,14.4,False
37877,29966192,The Cozy Place,221442773,Carlos & Vielca,Bronx,Pelham Bay,40,-73,Entire home/apt,2019-01-01,1,360,49.5,8.4,False
37878,29966514,ChinitaBhost QUEENS,225307360,Cris,Queens,Woodhaven,40,-73,Private room,2019-06-07,1,47,22.5,4.5,False
37880,29966943,Your Home Away From Home,225309985,Ashley,Bronx,Fordham,40,-73,Entire home/apt,2019-05-24,1,327,49.0,133.8,False
37881,29967433,Dulce hogar,225313172,Luis,Manhattan,Washington Heights,40,-73,Private room,2019-07-03,1,170,25.0,13.049999999999999,False
37882,29967445,Cozy Studio NYC getaway,83650675,Nikki,Manhattan,Harlem,40,-73,Entire home/apt,2019-06-30,1,361,75.0,14.2,False
37883,29967691,Greenwich Village 1-Bedroom,202183338,Amanda,Manhattan,Greenwich Village,40,-74,Entire home/apt,2018-12-16,1,0,125.0,2.2,False
37884,29967770,"Cottage in the City - 2 bedroom, 2 bath DUMBO",1126015,Patricia,Brooklyn,DUMBO,40,-73,Entire home/apt,2019-03-21,1,7,50.0,1.2000000000000002,False
37885,29968356,Private STUDIO in Central Park | TIMES SQUARE,102287310,Vera,Manhattan,Midtown,40,-73,Entire home/apt,2019-06-18,3,358,66.33333333333333,11.13,False
37886,29968478,Studio in Forest Hills near public transportation.,78110875,Gabriel,Queens,Forest Hills,40,-73,Entire home/apt,2019-06-30,1,168,87.5,5.58,False
37887,29970723,Habitación privada en Brooklyn.,115193518,Fede,Brooklyn,Bushwick,40,-73,Private room,2019-01-07,3,0,42.0,0.64,False
37888,29975548,NICE APARTMENT-TIME-SQUARE/CENTRAL PARK,186812508,Endy,Manhattan,Midtown,40,-73,Entire home/apt,2019-06-12,1,227,100.5,138.93,False
37889,29976484,Modern Apartment in the heart of Brooklyn,20857455,Wesley,Brooklyn,East Flatbush,40,-73,Entire home/apt,2018-12-31,1,0,50.0,0.16,False
37890,29977234,Waterfront Studio View of Manhattan,35468424,Carissa,Manhattan,Greenwich Village,40,-73,Entire home/apt,2019-07-05,1,11,44.5,62.260000000000005,False
37891,29978942,Marcus’s place,43434770,Marcus,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2019-04-19,1,0,7.142857142857143,0.37,False
37892,29979510,Landmarked 2bdrm near Fort Greene Park w deck,12211018,Bridget,Brooklyn,Clinton Hill,40,-73,Entire home/apt,2018-12-29,1,0,85.0,1.17,False
37893,29979969,Enormous beautiful apt in the heart Williamsburg,225390764,Manuel,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-06-02,1,4,52.5,1.32,False
37894,29980934,"Peaceful Apartment steps from Manhattan, Airports",35632450,Khalid,Queens,Woodside,40,-73,Entire home/apt,2019-07-05,1,137,55.0,118.25999999999999,False
37895,29981007,Brooklyn Luxury Apartment - Gorgeous 3 bedroom,139145066,Kerri-Ann,Brooklyn,East New York,40,-73,Entire home/apt,2019-07-05,2,76,100.0,115.5,False
37896,29981213,Broadway Triangle,83787104,John,Brooklyn,Williamsburg,40,-73,Private room,2019-02-28,1,89,32.5,1.77,False
37897,29981718,Beautiful Elite Penthouse,213781715,Anting,Manhattan,NoHo,40,-73,Entire home/apt,2019-05-17,33,348,179.0,0.57,False
37898,29981728,comfy  apto :),38392972,Paula,Brooklyn,Bushwick,40,-73,Entire home/apt,2019-04-07,1,26,27.333333333333332,1.26,False
37899,29981890,MODERN & STYLISH HARLEM APARTMENT,224954032,Christina,Manhattan,East Harlem,40,-73,Entire home/apt,2019-07-02,1,334,180.0,40.46,False
37900,29982192,Boho chic brooklyn escape,8246221,Rana,Brooklyn,Prospect-Lefferts Gardens,40,-73,Entire home/apt,2019-01-03,1,0,26.25,0.16,False
37901,29982557,The House on Richardson: Entire Home w/ Rear Yard,197286,Vera,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-07-02,1,126,87.0,97.2,False
37903,29982582,Sunny One-Bedroom Apartment in a Brownstone,32785325,Sam,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-06-22,1,4,41.666666666666664,35.36,False
37904,29982644,Don’t miss it! Cozy Space is Available in Queens!,129875945,Judit,Queens,Forest Hills,40,-73,Private room,2019-05-07,1,161,50.0,1.26,False
37906,29983341,Cute Hells Kitchen Apt. w Balcony,49745850,Alana,Manhattan,Hell's Kitchen,40,-73,Entire home/apt,2019-03-31,1,0,133.33333333333334,26.88,False
37907,29983505,Private Bedroom in Bushwick artist house,155923396,Kelly,Brooklyn,Bushwick,40,-73,Private room,2019-02-16,3,276,15.0,2.24,False
37908,29984118,BEAUTIFUL Brownstone Apt in Historic Ft. Greene,3422235,Julia,Brooklyn,Fort Greene,40,-73,Entire home/apt,2018-12-08,1,125,90.0,0.14,False
37909,29984457,粉色上房,190324721,Jun Jun,Queens,Flushing,40,-73,Private room,2019-06-16,4,75,75.0,1.17,False
37910,29984938,HUGE 1-Bedroom in Theater District,1428501,Michael,Manhattan,Hell's Kitchen,40,-73,Entire home/apt,2019-07-05,2,23,80.33333333333333,8.48,False
37912,29987114,Hamilton Heights - West Harlem Studio,15238188,Sally,Manhattan,Harlem,40,-73,Entire home/apt,2019-07-07,1,1,95.0,354.45,False
37913,29987700,"Spacious, sunny 1 bedroom on the Lower East Side",11729215,Daniela,Manhattan,Lower East Side,40,-73,Entire home/apt,2019-01-01,1,0,112.5,0.16,False
37914,29987801,Central Park Is Just Steps Away,2653479,Brian,Manhattan,Upper West Side,40,-73,Private room,2019-06-27,4,114,35.0,161.04,False
37915,29987867,Quietly cool uptown 1BD apartment,3874544,Justine,Manhattan,Harlem,40,-73,Entire home/apt,2019-06-01,1,0,28.75,8.48,False
37917,29989236,Double Bed Private Room,224074972,Askhat,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2019-03-07,4,257,40.0,67.62,False
37918,29989586,Cozy private bedroom,225454310,Tosin,Queens,Far Rockaway,40,-73,Private room,2019-06-09,4,362,85.0,0.76,False
37919,29989939,Ideally located downtown sanctuary,225456817,Dorsey,Manhattan,Lower East Side,40,-73,Entire home/apt,2019-07-01,1,0,32.0,54.0,False
37920,29990168,Brooklyn Awesomely Huge Apartment,9864136,Anthony,Brooklyn,Bushwick,40,-73,Entire home/apt,2019-04-30,26,313,2.8333333333333335,1.32,False
37921,29990344,Charming Brooklyn Apartment Next to Prospect Park,58069820,Michael,Brooklyn,Crown Heights,40,-73,Private room,2019-07-07,1,9,37.5,258.3,False
37922,29991534,Lovely room,179416315,Elizabeth,Bronx,Norwood,40,-73,Private room,2019-01-15,2,310,60.0,10.709999999999999,False
37923,29992271,Bright & Spacious Bushwick Bedroom,4024013,Dan,Brooklyn,Bushwick,40,-73,Private room,2019-06-25,1,129,3.5714285714285716,4.84,False
37924,29993012,Beautiful Large Studio in the heart of Park Slope,23952383,Jean,Brooklyn,Park Slope,40,-73,Entire home/apt,2019-06-14,1,200,2.586206896551724,1.0,False
37925,29993540,Very Spacious Colorful Room Close to Manhattan,4666670,Jeanny,Queens,Astoria,40,-73,Private room,2019-05-22,4,90,14.0,1.1400000000000001,False
37926,29994325,In The Heart of The City,41895575,Jack,Manhattan,Upper West Side,40,-73,Entire home/apt,2019-03-16,1,89,200.0,0.62,False
37928,29994675,Near 5 major trains in 1 subway station!,225489491,Ikwo,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2019-06-15,1,363,20.0,6.68,False
37929,29994978,Sunny garden studio minutes from Prospect Park,5794062,Grace,Brooklyn,Park Slope,40,-73,Entire home/apt,2019-06-23,1,5,31.0,0.92,False
37930,29995144,Home away from home 1,115741895,Damian,Queens,St. Albans,40,-73,Private room,2019-04-07,2,105,35.0,1.2000000000000002,False
37931,29995154,"Conveniently-Located, Clean + Chic Rm. Hells Ktchn",4934489,Jessica,Manhattan,Hell's Kitchen,40,-73,Private room,2018-12-12,3,0,42.5,0.14,False
37932,29995362,"Hollis Cove - Queens 1BR Flat Near LGA & JFK, SJU",173990320,Molly & Justin,Queens,Hollis,40,-73,Entire home/apt,2019-07-01,1,310,50.0,244.2,False
37933,29995668,Cozy room in friendly & hip Bushwick near subway,8245652,Cazzie,Brooklyn,Bushwick,40,-73,Private room,2019-03-01,2,0,60.0,4.74,False
37934,29995977,Private room in two floor apartment w/ back yard,2458913,Richard,Brooklyn,Bushwick,40,-73,Private room,2018-11-13,1,66,50.0,0.13,False
37935,29996902,Hudson Yard - Lux King Room,224414117,Gabriel,Manhattan,Hell's Kitchen,40,-73,Private room,2019-05-26,30,156,107.0,47.5,False
37936,29998656,Cozy room in West Village,64583317,Ji Han,Manhattan,Greenwich Village,40,-74,Private room,2019-05-27,1,5,8.6,1.17,False
37937,29998952,Large Private Bedroom in Brownstone Apartment,225513415,Tresanna,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2019-06-27,2,21,37.5,95.16,False
37938,29999267,Private Room in Brownstone Apartment,225513415,Tresanna,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2019-06-24,2,21,32.5,42.16,False
37939,30002830,Bunk bed spot one block from subway,201015598,Anchor,Brooklyn,Bedford-Stuyvesant,40,-73,Shared room,2019-06-17,17,85,24.0,16.39,False
37940,30005374,Nice one bedroom well located,113805886,Yaacov,Manhattan,Upper East Side,40,-73,Entire home/apt,2019-03-21,33,338,4.838709677419355,0.27,False
37942,30006781,Sunlit double story studio escape in Bed-Stuy!,225558132,Dana,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-04-14,1,45,67.5,3.4000000000000004,False
37943,30006962,"Sharp Wall Street 1BR w/ Gym, Doorman, Roof deck by Blueground",107434423,Blueground,Manhattan,Financial District,40,-74,Entire home/apt,2019-03-20,232,189,8.9,0.27,False
37945,30007128,Newly renovated apartment in Brooklyn Townhouse,157410883,Chiara,Brooklyn,Bushwick,40,-73,Entire home/apt,2019-06-22,1,196,120.0,205.52999999999997,False
37946,30007787,SUNNY STUDIO IN CHELSEA,4932419,Andrew,Manhattan,West Village,40,-74,Entire home/apt,2019-05-26,1,1,16.25,6.779999999999999,False
37948,30007990,Harlem Brownstone Studio Apartment,225566189,Christian,Manhattan,Harlem,40,-73,Entire home/apt,2018-12-31,1,0,50.0,0.54,False
37950,30009035,Sweet room on prime location,225571766,Ashraf,Queens,Jackson Heights,40,-73,Private room,2019-06-07,1,57,40.0,12.5,False
37951,30009546,Cozy Artist’s Apartment Bushwick,19874155,Ciara,Brooklyn,Williamsburg,40,-73,Private room,2019-01-01,1,35,75.0,2.12,False
37952,30009701,Fast Commute - SUNNY PRIVATE ROOM  in luxury BK,188949327,Criselis,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2019-04-29,1,0,50.0,6.0,False
37953,30010084,Very spacious 2 BR  in Crown Heights,15823232,Nicolas,Brooklyn,Crown Heights,40,-73,Entire home/apt,2019-06-26,3,81,43.0,118.8,False
37954,30010324,New York Style one bed,113805886,Yaacov,Manhattan,Upper East Side,40,-73,Entire home/apt,2019-05-26,33,338,4.838709677419355,6.72,False
37957,30011365,1 bed close to Park and subway,113805886,Yaacov,Manhattan,Upper East Side,40,-73,Entire home/apt,2019-05-25,33,338,4.838709677419355,0.67,False
37958,30011527,Cozy Duplex Studio 1 Minute to Subway,222236294,Kieu&Jimmy,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-07-03,1,246,80.0,153.45000000000002,False
37959,30012164,"Historic Gem in Beautiful Clinton Hill, Brooklyn",30466297,Jack,Brooklyn,Clinton Hill,40,-73,Entire home/apt,2019-07-05,1,11,225.0,3.3000000000000003,False
37960,30012632,Lovely bedroom in prime Williamsburg,87167456,Hernan,Brooklyn,Greenpoint,40,-73,Private room,2018-12-08,1,0,18.75,0.52,False
37963,30013811,Alexander,224711439,S Xander,Manhattan,Inwood,40,-73,Private room,2018-12-29,1,0,16.666666666666668,0.16,False
37964,30014004,Modern Brooklyn Condo,394891,Ray,Brooklyn,Crown Heights,40,-73,Entire home/apt,2019-01-03,1,8,50.0,0.5,False
37965,30014439,East Village Gem - The Garden Dream,35422741,Alexia,Manhattan,East Village,40,-73,Entire home/apt,2019-06-16,1,5,116.66666666666667,1.44,False
